time,flux,sigma
1.585976627712854814e+01,1.551206924143203048e-01,8.651659251173053622e-02
1.602671118530884797e+01,1.032968725856152487e-01,9.492693153815202900e-02
1.619365609348914958e+01,-1.283807594641776517e-01,1.046353089467820796e-01
1.636060100166944764e+01,-2.009017017379797765e-01,1.014976414038420288e-01
1.652754590984974925e+01,-4.200042835501433536e-01,1.011674123636200628e-01
1.669449081803005086e+01,-3.838830614536706820e-01,9.321321679927153936e-02
1.686143572621034892e+01,-5.541517953505273875e-01,1.026252507636547795e-01
1.702838063439065053e+01,-5.768330256355944652e-01,1.075986073104457652e-01
1.719532554257095214e+01,-6.639195346021123934e-01,9.324055235947513454e-02
1.736227045075125375e+01,-5.726009347018028439e-01,9.583896452464102378e-02
1.752921535893155180e+01,-6.791848407241012353e-01,8.198106752049912072e-02
1.769616026711185341e+01,-9.257961622428986237e-01,9.172319221012077695e-02
1.786310517529215502e+01,-9.081698619169418230e-01,9.401715698999738025e-02
1.803005008347245308e+01,-9.936778775377076434e-01,1.068541313241072044e-01
1.819699499165275469e+01,-8.445019864192070402e-01,8.331672320766324302e-02
1.836393989983305630e+01,-8.209363824353254069e-01,1.019341280959689955e-01
1.853088480801335436e+01,-8.492487307564826615e-01,9.636413505646158895e-02
1.869782971619365597e+01,-7.106393190669356708e-01,9.819606291549630439e-02
1.886477462437395758e+01,-7.189490795932539369e-01,8.089348832388680577e-02
1.903171953255425564e+01,-6.165495831382702407e-01,8.440242139282339018e-02
1.919866444073455725e+01,-7.049206514836943160e-01,8.851949676398555844e-02
1.936560934891485886e+01,-3.947987400743393493e-01,8.014616143860818498e-02
1.953255425709515691e+01,-4.388184496088520792e-01,1.000747339339141118e-01
1.969949916527545852e+01,-2.723975365854386932e-01,1.061077384676779450e-01
1.986644407345576013e+01,-6.357328919624416486e-02,9.640904927813723213e-02
2.003338898163605819e+01,-1.419540461890279881e-01,9.629492142557610768e-02
2.020033388981635980e+01,1.962311295197466388e-01,9.847177785839111852e-02
2.036727879799666141e+01,2.449580776025765960e-01,8.906544501247412593e-02
2.053422370617696302e+01,3.410473982852497699e-01,9.100195944982825136e-02
2.070116861435726108e+01,3.082877911879843280e-01,9.724819181833299631e-02
2.086811352253756269e+01,4.124153005801531324e-01,1.042764975115203357e-01
2.103505843071786430e+01,6.253497146506196147e-01,8.604789903224513425e-02
2.120200333889816235e+01,6.751887421850517601e-01,8.982572167544868036e-02
2.136894824707846396e+01,7.104833847214976350e-01,1.022876375116909126e-01
2.153589315525876557e+01,7.967867387965017478e-01,9.022760747397026715e-02
2.170283806343906363e+01,7.695205586045168467e-01,8.142832786119665045e-02
2.186978297161936524e+01,8.860059172585871279e-01,8.469070786028755349e-02
2.203672787979966685e+01,9.065997729223376211e-01,8.581594578978640753e-02
2.220367278797996491e+01,7.689516210415813235e-01,9.485337087683534674e-02
2.237061769616026652e+01,7.064614162911884154e-01,9.905374883274015163e-02
2.253756260434056813e+01,7.663104075796329795e-01,1.064065993165574930e-01
2.270450751252086974e+01,6.386840690321428093e-01,1.070760966926673496e-01
2.287145242070116780e+01,6.302772130317406685e-01,8.921482305455284700e-02
2.303839732888146941e+01,6.016906416824081560e-01,1.026014021937675658e-01
2.320534223706177102e+01,3.620001973983870136e-01,8.847284091676918538e-02
2.337228714524206907e+01,5.462438195319581080e-01,9.105730609295828448e-02
2.353923205342237068e+01,3.454830821136162244e-01,8.878179686279390193e-02
2.370617696160267229e+01,2.971540774474953350e-01,9.241072208597303494e-02
2.387312186978297035e+01,8.768680684259830271e-03,8.644147087005141228e-02
2.404006677796327196e+01,2.338136171503439956e-02,8.956958019410567184e-02
2.420701168614357357e+01,-6.432250826831303891e-02,8.365759441670263252e-02
2.437395659432387163e+01,-2.314460893004957054e-01,1.088905471878660325e-01
2.454090150250417324e+01,-2.778178967312801007e-01,9.511949028196348133e-02
2.470784641068447485e+01,-4.728556494854103676e-01,1.076930204776599120e-01
2.487479131886477290e+01,-2.056221107744750365e-01,1.023848042232026329e-01
2.504173622704507451e+01,-5.343697818261963217e-01,9.373115863041257823e-02
2.520868113522537612e+01,-6.136875100565823971e-01,1.026386667592439489e-01
2.537562604340567418e+01,-6.728213742540021247e-01,9.884069235820777677e-02
2.554257095158597579e+01,-8.414648224596250614e-01,8.911275302455606839e-02
2.570951585976627740e+01,-8.645277461709314215e-01,9.564977940239816068e-02
2.587646076794657901e+01,-1.113312428674416044e+00,1.013693658694228839e-01
2.604340567612687707e+01,-1.003064401278953133e+00,8.915940594344920478e-02
2.621035058430717868e+01,-8.815321491474831239e-01,8.037568510659419407e-02
2.637729549248748029e+01,-9.379676100648904891e-01,8.804788487407809450e-02
2.654424040066777835e+01,-1.083853689072707072e+00,1.039023642677025239e-01
2.671118530884807996e+01,-9.875559219815663869e-01,1.078997926689050368e-01
2.687813021702838157e+01,-6.578558229868620710e-01,9.875993464709764691e-02
2.704507512520867962e+01,-7.792200040253058901e-01,8.398422453741233307e-02
2.721202003338898123e+01,-4.972065389376478239e-01,1.027271107774226366e-01
2.737896494156928284e+01,-5.932109220024497365e-01,9.580716038142031432e-02
2.754590984974958090e+01,-2.377006859751408796e-01,1.026160721486363836e-01
2.771285475792988251e+01,-1.341934939060748511e-01,1.057583510921003833e-01
2.787979966611018412e+01,2.053670281964262156e-02,1.084262465330547293e-01
2.804674457429048573e+01,4.683215867835508611e-02,9.963612603868494955e-02
2.821368948247078379e+01,2.094422035416579619e-01,1.056277462952793927e-01
2.838063439065108540e+01,2.495253218114394933e-01,1.022776417308964014e-01
2.854757929883138701e+01,2.395861308495880748e-01,1.018130356521103064e-01
2.871452420701168506e+01,5.437367761596745286e-01,1.057637226880089459e-01
2.888146911519198667e+01,5.494288027490694670e-01,1.076900912226099599e-01
2.904841402337228828e+01,5.617486354707921237e-01,1.070622800457453339e-01
2.921535893155258634e+01,6.522589227832419345e-01,9.187250784695541461e-02
2.938230383973288795e+01,9.119518295133568486e-01,8.252063839396175937e-02
2.954924874791318956e+01,9.584125715414958391e-01,1.048872115537444749e-01
2.971619365609348762e+01,8.345923508595395335e-01,9.616794659922903166e-02
2.988313856427378923e+01,6.786866168932060850e-01,9.626228464217369274e-02
3.005008347245409084e+01,9.088604627670163749e-01,1.047552599169925824e-01
3.021702838063438890e+01,9.530479535541033220e-01,8.095952553127322426e-02
3.038397328881469051e+01,9.569367939678640189e-01,1.063388125617547031e-01
3.055091819699499212e+01,8.191201434577385365e-01,8.103902004013160965e-02
3.071786310517529017e+01,5.905601254188461713e-01,1.007958367513516473e-01
3.088480801335559178e+01,6.754992281611474914e-01,9.762453438051227339e-02
3.105175292153589339e+01,5.290770550568631991e-01,9.925247542500789666e-02
3.121869782971619500e+01,5.135252419477193131e-01,9.122240563214768783e-02
3.138564273789649306e+01,4.390453290439449985e-01,8.826386079950312991e-02
3.155258764607679467e+01,2.667630134047646595e-01,9.528225744316287660e-02
3.171953255425709628e+01,2.758034251240818469e-01,1.065746935144916419e-01
3.188647746243739434e+01,3.169514058983446958e-01,9.695869011096705514e-02
3.205342237061769595e+01,-2.298162039545667557e-02,9.989446674392950254e-02
3.222036727879799400e+01,2.942243800621533248e-02,9.324137692860502702e-02
3.238731218697829917e+01,-6.438091278909714721e-02,1.091641726136435564e-01
3.255425709515859722e+01,-2.314527348300492449e-01,1.022756735705512982e-01
3.272120200333889528e+01,-4.967198088109728848e-01,9.064707532552319924e-02
3.288814691151920044e+01,-5.065498536461865431e-01,9.960593097990978750e-02
3.305509181969949850e+01,-3.062861505398929984e-01,9.627849235615161538e-02
3.322203672787979656e+01,-6.095778064135575214e-01,1.065216863713605855e-01
3.338898163606010172e+01,-8.055849942731240221e-01,8.825162153196235149e-02
3.355592654424039978e+01,-7.582774417882427453e-01,8.324202455517011601e-02
3.372287145242069784e+01,-7.972858503070541225e-01,8.573816155223509816e-02
3.388981636060100300e+01,-8.402669136564315799e-01,9.161138697815257581e-02
3.405676126878130106e+01,-8.359028829300985119e-01,1.056217938480294438e-01
3.422370617696159911e+01,-7.788765646873619941e-01,8.812534741507749292e-02
3.439065108514190428e+01,-8.062295852234241389e-01,9.879076409626050270e-02
3.455759599332220233e+01,-8.947018225095378918e-01,9.870655403136674444e-02
3.472454090150250750e+01,-6.696294473096447986e-01,9.224141406043785685e-02
3.489148580968280555e+01,-7.395457280486890106e-01,8.151005388978355137e-02
3.505843071786310361e+01,-5.248595483550404506e-01,1.023450161909747747e-01
3.522537562604340877e+01,-2.552877935777810858e-01,8.887176603271643160e-02
3.539232053422370683e+01,-2.880102274161540632e-01,9.195374589647120622e-02
3.555926544240400489e+01,-3.473588518036171413e-01,9.131718702591529180e-02
3.572621035058431005e+01,-9.151187783922143382e-02,9.990807895013280315e-02
3.589315525876460811e+01,1.280366231478993755e-02,8.258999860445492835e-02
3.606010016694490616e+01,2.047162351011599934e-02,9.649669761415943792e-02
3.622704507512521133e+01,2.979361948663807325e-01,8.046265467029767304e-02
3.639398998330550938e+01,3.881218556110027085e-01,1.094911695061825119e-01
3.656093489148580744e+01,3.733221641270833002e-01,9.795281667164044970e-02
3.672787979966611260e+01,6.213707584506826809e-01,9.152342683988680394e-02
3.689482470784641066e+01,6.507858569050898323e-01,8.440243792182448856e-02
3.706176961602670872e+01,6.041578386770092290e-01,1.009063497931041581e-01
3.722871452420701388e+01,8.121900864699687084e-01,1.071742525011965680e-01
3.739565943238731194e+01,6.417633371328272940e-01,8.954326257033851100e-02
3.756260434056761000e+01,8.319532271051451877e-01,1.029947643396868923e-01
3.772954924874791516e+01,7.121795126700196654e-01,8.862494306123562537e-02
3.789649415692821321e+01,8.753000576029710267e-01,1.087167602712318104e-01
3.806343906510851127e+01,8.810144009139494470e-01,1.010694726438442215e-01
3.823038397328881643e+01,6.860421529210720681e-01,9.875046779579962908e-02
3.839732888146911449e+01,8.062996502333102944e-01,1.079220419945044335e-01
3.856427378964941255e+01,8.477184631031903228e-01,8.807127161755755329e-02
3.873121869782971771e+01,5.011180918989357469e-01,1.077084723902228258e-01
3.889816360601001577e+01,4.938666810747923686e-01,1.003424880237194783e-01
3.906510851419031383e+01,3.702172352099857844e-01,1.031408752160438563e-01
3.923205342237061899e+01,4.119200972693621843e-01,9.714906009304853651e-02
3.939899833055091705e+01,5.310494120619170255e-01,1.050171403249769986e-01
3.956594323873121510e+01,3.482888180336723427e-01,1.009484539787558754e-01
3.973288814691152027e+01,3.833432684836224347e-01,8.439826105330727746e-02
3.989983305509181832e+01,1.936794624055580283e-01,9.837383385884224118e-02
4.006677796327211638e+01,1.755150467743199494e-01,8.837961006848996104e-02
4.023372287145242154e+01,-7.580271894173670755e-02,1.074763616920190040e-01
4.040066777963271960e+01,-1.254044222637511197e-01,8.594696870630461061e-02
4.056761268781302476e+01,-4.027720756445282713e-01,8.857149486113909120e-02
4.073455759599332282e+01,-2.233437502967893507e-01,8.142964114909037598e-02
4.090150250417362088e+01,-3.889466944494912592e-01,9.342737432151915211e-02
4.106844741235392604e+01,-5.364707437411306845e-01,9.672763445513335445e-02
4.123539232053422410e+01,-7.016625496201835954e-01,9.720683247731286281e-02
4.140233722871452215e+01,-5.993781681938099570e-01,1.071613213987901991e-01
4.156928213689482732e+01,-7.139015837482092230e-01,9.042241798401814967e-02
4.173622704507512537e+01,-8.744263814970916204e-01,9.342585138773765174e-02
4.190317195325542343e+01,-6.835025844124404948e-01,1.055371298750449327e-01
4.207011686143572859e+01,-8.079091619121470114e-01,9.730487909696074189e-02
4.223706176961602665e+01,-8.603592590708522003e-01,9.961978804633200846e-02
4.240400667779632471e+01,-6.896163123538325834e-01,8.835077991182947732e-02
4.257095158597662987e+01,-8.262914212624814514e-01,9.462413904877547965e-02
4.273789649415692793e+01,-8.539153056993662450e-01,9.862857162741417438e-02
4.290484140233722599e+01,-8.283866932883441336e-01,8.400182090435720506e-02
4.307178631051753115e+01,-5.198524313217547377e-01,8.098726149777603356e-02
4.323873121869782921e+01,-4.227756739710807898e-01,8.340233003392479028e-02
4.340567612687812726e+01,-4.143896098529706862e-01,9.432383229018959092e-02
4.357262103505843243e+01,-4.237245351523195036e-01,8.072080203892426087e-02
4.373956594323873048e+01,-4.023872719989340374e-01,9.878626787411665111e-02
4.390651085141902854e+01,-2.247241771991384807e-01,8.292747853928253421e-02
4.407345575959933370e+01,-1.646900763055431649e-01,8.752884613148737003e-02
4.424040066777963176e+01,-1.790711843815418480e-01,9.279478837568655436e-02
4.440734557595992982e+01,2.021138742024035095e-01,8.347480240118747286e-02
4.457429048414023498e+01,2.449053292614682409e-01,8.811655981392399473e-02
4.474123539232053304e+01,4.342573411575724185e-01,8.063239018506533629e-02
4.490818030050083109e+01,4.983280090387862127e-01,1.095513666083140769e-01
4.507512520868113626e+01,5.657360000742182038e-01,9.834720824364232006e-02
4.524207011686143431e+01,4.756983584047220215e-01,9.135061516505747770e-02
4.540901502504173948e+01,6.477996684145080897e-01,8.079585053331347910e-02
4.557595993322203753e+01,7.209669914565808302e-01,9.169516245124953446e-02
4.574290484140233559e+01,8.287728963442844154e-01,9.357675879159302323e-02
4.590984974958264075e+01,9.608162856106063909e-01,1.079300958129350840e-01
4.607679465776293881e+01,9.048114388135783948e-01,8.835512515514169773e-02
4.624373956594323687e+01,8.434925901762563294e-01,9.844345673249897677e-02
4.641068447412354203e+01,9.957047585790177457e-01,9.995505063746580598e-02
4.657762938230384009e+01,8.111335944368385231e-01,8.557882909389016857e-02
4.674457429048413815e+01,8.013608562209102448e-01,9.517290046959295258e-02
4.691151919866444331e+01,7.569178698765073321e-01,1.035950228857980548e-01
4.707846410684474137e+01,5.673508908445016319e-01,8.289737103285241271e-02
4.724540901502503942e+01,5.586396199152503517e-01,9.818105894506887199e-02
4.741235392320534459e+01,5.748973926135311219e-01,8.078179798065179829e-02
4.757929883138564264e+01,5.563812913168523222e-01,8.021140171430227173e-02
4.774624373956594070e+01,3.562258477234790943e-01,8.178585821420214508e-02
4.791318864774624586e+01,9.421876532278980476e-02,9.444201377447108969e-02
4.808013355592654392e+01,1.414319424088139598e-01,1.077711232607069247e-01
4.824707846410684198e+01,-2.481324278083216761e-01,9.216672152417072772e-02
4.841402337228714714e+01,-2.294025281883358414e-01,8.225097918009623144e-02
4.858096828046744520e+01,-1.194684953364966440e-01,1.058405742344908640e-01
4.874791318864774325e+01,-3.444596554859988280e-01,9.557892756411320856e-02
4.891485809682804842e+01,-3.069460434950809224e-01,8.956807606752272000e-02
4.908180300500834647e+01,-7.316874873097580778e-01,1.088909701635402683e-01
4.924874791318864453e+01,-7.314736247160072979e-01,1.081478530550713524e-01
4.941569282136894969e+01,-6.965337142940661863e-01,8.780056915870076972e-02
4.958263772954924775e+01,-7.733055136484302539e-01,8.604175561141161332e-02
4.974958263772954581e+01,-7.745003710762486948e-01,9.766726109918232035e-02
4.991652754590985097e+01,-8.532398342802486324e-01,1.052755462952467691e-01
5.008347245409014903e+01,-9.076522971671279194e-01,9.010163269235164918e-02
5.025041736227044709e+01,-7.648339711264270369e-01,9.759288264392784740e-02
5.041736227045075225e+01,-9.107737433957469042e-01,8.486734998436423760e-02
5.058430717863105031e+01,-9.416968713109546973e-01,8.583781205714426099e-02
5.075125208681134836e+01,-8.082833487191073418e-01,1.028400564797628675e-01
5.091819699499165353e+01,-9.260813507655361043e-01,8.450295384056150105e-02
5.108514190317195158e+01,-5.323756378532383815e-01,8.797721123143482924e-02
5.125208681135225675e+01,-4.605994034054776143e-01,1.006848458953300829e-01
5.141903171953255480e+01,-4.453220779504312721e-01,8.045267922898936830e-02
5.158597662771285286e+01,-3.891605206335809197e-01,8.096583211605712371e-02
5.175292153589315802e+01,-4.155218231156240227e-01,8.862577820072085888e-02
5.191986644407345608e+01,-2.645376458407661113e-01,9.009869541536896786e-02
5.208681135225375414e+01,6.430832226147378816e-02,9.086648316590033303e-02
5.225375626043405930e+01,1.249596415092931734e-01,1.042157172654055858e-01
5.242070116861435736e+01,2.321185435110909023e-01,8.107942902975925903e-02
5.258764607679465541e+01,3.091807365667053054e-01,9.075185733875976157e-02
5.275459098497496058e+01,4.706993259587300971e-01,9.914834399800473430e-02
5.292153589315525863e+01,3.810752665676612194e-01,8.429012328554967570e-02
5.308848080133555669e+01,6.849515674175918889e-01,1.057321584353432264e-01
5.325542570951586185e+01,8.049999471170865561e-01,9.936693224820297710e-02
5.342237061769615991e+01,8.707573234178846988e-01,8.345880276440081902e-02
5.358931552587645797e+01,8.414976731456847991e-01,8.624292229996841086e-02
5.375626043405676313e+01,7.447639709387062767e-01,1.023649499224449366e-01
5.392320534223706119e+01,8.985746680637405337e-01,9.210219885002518536e-02
5.409015025041735925e+01,8.058513927279078448e-01,9.453410182845520260e-02
5.425709515859766441e+01,1.016545288517029633e+00,1.066236523421818239e-01
5.442404006677796247e+01,9.047233962384145789e-01,8.412330648872692884e-02
5.459098497495826052e+01,7.710149067593217165e-01,1.089311839215835326e-01
5.475792988313856569e+01,7.892485121211231247e-01,8.127889045389739830e-02
5.492487479131886374e+01,8.746328841907908824e-01,8.298320771764654269e-02
5.509181969949916180e+01,5.713136524581635678e-01,8.669715292821331132e-02
5.525876460767946696e+01,7.288202758437671847e-01,1.041975524678154241e-01
5.542570951585976502e+01,4.859874000663055860e-01,9.367618422108507648e-02
5.559265442404006308e+01,5.751133211743327811e-01,9.959753426783958530e-02
5.575959933222036824e+01,4.198037922363667684e-01,8.522963412559511620e-02
5.592654424040066630e+01,3.406738290824173898e-01,8.500165798779585336e-02
5.609348914858097146e+01,3.130302451055748669e-01,9.562545021661367217e-02
5.626043405676126952e+01,2.468546500493848037e-02,1.022088090584066522e-01
5.642737896494156757e+01,-1.288679110080068468e-01,9.387423395645085045e-02
5.659432387312187274e+01,-2.246741519112851748e-01,1.060884225536333769e-01
5.676126878130217079e+01,-2.462281385770218045e-01,9.981235804011920343e-02
5.692821368948246885e+01,-4.931247570979659378e-01,8.747270265355798491e-02
5.709515859766277401e+01,-6.706325794632116422e-01,8.704706662406314077e-02
5.726210350584307207e+01,-7.046238043589900801e-01,9.122140150601208697e-02
5.742904841402337013e+01,-6.546062467532965945e-01,1.026984816888865115e-01
5.759599332220367529e+01,-8.555253403758853459e-01,1.081381299292934750e-01
5.776293823038397335e+01,-8.390664649711988554e-01,1.058571799795649804e-01
5.792988313856427141e+01,-9.910937139097819593e-01,8.784832378048765267e-02
5.809682804674457657e+01,-7.756886481207037054e-01,9.236836783935709061e-02
5.826377295492487463e+01,-8.244644709427351170e-01,9.834632298350964863e-02
5.843071786310517268e+01,-7.538440836116522270e-01,9.640503367447425531e-02
5.859766277128547785e+01,-7.693271828629750786e-01,9.167824836226896867e-02
5.876460767946577590e+01,-6.500591069674216405e-01,8.304262330643830126e-02
5.893155258764607396e+01,-6.144450613220892032e-01,1.013673441319176693e-01
5.909849749582637912e+01,-5.368797833196821134e-01,8.264405491776301294e-02
5.926544240400667718e+01,-4.180693298703034300e-01,1.059823228812115936e-01
5.943238731218697524e+01,-5.065561695787089702e-01,1.059034532099790427e-01
5.959933222036728040e+01,-4.203340017289448061e-01,1.012535237454611770e-01
5.976627712854757846e+01,-5.131052176576966772e-01,9.459273721423058778e-02
5.993322203672787651e+01,-2.940365627854943376e-01,1.009743969623874971e-01
6.010016694490818168e+01,-2.644471353128857172e-01,9.184961180305295514e-02
6.026711185308847973e+01,-1.520440271232295637e-01,1.039248795288004595e-01
6.043405676126877779e+01,-2.677317391836779581e-02,1.035925124683954313e-01
6.060100166944908295e+01,3.364704635683491984e-01,8.466585751620865630e-02
6.076794657762938101e+01,3.808147126665668569e-01,8.953452651051793665e-02
6.093489148580967907e+01,3.693890323204536141e-01,9.031949530357971656e-02
6.110183639398998423e+01,4.685774426304343265e-01,9.092510895960577433e-02
6.126878130217028229e+01,6.931348179561807044e-01,9.699936670063696864e-02
6.143572621035058035e+01,4.954072759479016819e-01,8.125062327560864106e-02
6.160267111853088551e+01,6.783894369073426578e-01,9.979909156891697553e-02
6.176961602671118357e+01,9.062677149006435062e-01,8.604895277169903600e-02
6.193656093489148873e+01,8.657140310070726708e-01,9.249387668519323813e-02
6.210350584307178679e+01,8.101348403092640815e-01,9.352677969502100341e-02
6.227045075125208484e+01,8.767435849107884094e-01,9.046180308642938483e-02
6.243739565943239000e+01,9.266345279785803690e-01,9.149840930384037230e-02
6.260434056761268806e+01,9.173830838078277372e-01,8.540918182543277837e-02
6.277128547579298612e+01,7.713993712725107921e-01,8.204390172182222940e-02
6.293823038397329128e+01,7.307290904823550148e-01,9.653769946807555513e-02
6.310517529215358934e+01,6.706327830329572581e-01,9.787600836849953689e-02
6.327212020033388740e+01,2.798932188298804968e-01,8.436499367665126203e-02
6.343906510851419256e+01,5.024139001005931693e-01,8.692825124966371830e-02
6.360601001669449062e+01,8.461046332801003267e-02,8.859131394612147770e-02
6.377295492487478867e+01,1.761934406688548671e-01,1.049225410071327746e-01
