time,flux,sigma
4.841402337228714714e+00,-7.162124421099163030e-01,1.000000000000000056e-01
5.008347245409014548e+00,-1.232906500138869710e+00,1.000000000000000056e-01
5.175292153589315269e+00,-7.187808700464808354e-01,1.000000000000000056e-01
5.342237061769615991e+00,-9.888995101109047114e-01,1.000000000000000056e-01
5.509181969949916713e+00,-1.315118699845467809e+00,1.000000000000000056e-01
5.676126878130217435e+00,-1.181519480612941875e+00,1.000000000000000056e-01
5.843071786310517268e+00,-7.875872402273922379e-01,1.000000000000000056e-01
6.010016694490817990e+00,-1.491178555557803653e+00,1.000000000000000056e-01
6.176961602671118712e+00,-9.500815070308080701e-01,1.000000000000000056e-01
6.343906510851418545e+00,-6.428075927868985850e-01,1.000000000000000056e-01
6.510851419031719267e+00,-6.200531329620974086e-01,1.000000000000000056e-01
6.677796327212019989e+00,-8.134766394725674310e-01,1.000000000000000056e-01
6.844741235392320711e+00,-8.504444327820164240e-01,1.000000000000000056e-01
7.011686143572621432e+00,-1.219268522822692713e+00,1.000000000000000056e-01
7.178631051752921266e+00,3.828692572203868522e-02,1.000000000000000056e-01
7.345575959933221988e+00,-6.607668990576778256e-01,1.000000000000000056e-01
7.512520868113522710e+00,-2.703924537407854656e-01,1.000000000000000056e-01
7.679465776293822543e+00,-6.432484308162352837e-01,1.000000000000000056e-01
7.846410684474123265e+00,2.154524748053035232e-01,1.000000000000000056e-01
8.013355592654423987e+00,-1.425077482729183720e-01,1.000000000000000056e-01
8.180300500834723820e+00,1.836195836566004158e-01,1.000000000000000056e-01
8.347245409015025430e+00,4.906615676283724303e-01,1.000000000000000056e-01
8.514190317195325264e+00,3.829547961603018691e-01,1.000000000000000056e-01
8.681135225375626874e+00,4.715654496454564915e-01,1.000000000000000056e-01
8.848080133555926707e+00,7.585143998393452103e-01,1.000000000000000056e-01
9.015025041736226541e+00,7.134056050882244815e-01,1.000000000000000056e-01
9.181969949916528151e+00,8.411742002011157737e-01,1.000000000000000056e-01
9.348914858096827984e+00,1.259574789980917320e+00,1.000000000000000056e-01
9.515859766277127818e+00,1.140295716554458938e+00,1.000000000000000056e-01
9.682804674457429428e+00,1.042980676401165319e+00,1.000000000000000056e-01
9.849749582637729262e+00,9.756998838180691580e-01,1.000000000000000056e-01
1.001669449081802910e+01,8.300235141888467894e-01,1.000000000000000056e-01
1.018363939899833071e+01,7.283639495305621603e-01,1.000000000000000056e-01
1.035058430717863054e+01,1.116311887701419536e+00,1.000000000000000056e-01
1.051752921535893215e+01,7.273689958571765146e-01,1.000000000000000056e-01
1.068447412353923198e+01,1.117771504288276763e+00,1.000000000000000056e-01
1.085141903171953182e+01,6.039667294999052638e-01,1.000000000000000056e-01
1.101836393989983343e+01,9.886303996969486585e-01,1.000000000000000056e-01
1.118530884808013326e+01,1.243293444296426742e+00,1.000000000000000056e-01
1.135225375626043487e+01,1.132155621597529915e+00,1.000000000000000056e-01
1.151919866444073470e+01,2.718125951500332399e-02,1.000000000000000056e-01
1.168614357262103454e+01,-4.890300036437502662e-01,1.000000000000000056e-01
1.185308848080133615e+01,-1.449764848116670279e-01,1.000000000000000056e-01
1.202003338898163598e+01,-6.074502628142315619e-02,1.000000000000000056e-01
1.218697829716193581e+01,3.572263386491137949e-01,1.000000000000000056e-01
1.235392320534223742e+01,-3.078622316101565781e-01,1.000000000000000056e-01
1.252086811352253726e+01,-1.016562988980123761e+00,1.000000000000000056e-01
1.268781302170283709e+01,-5.992215272107714874e-01,1.000000000000000056e-01
1.285475792988313870e+01,-4.454725608281311366e-01,1.000000000000000056e-01
1.302170283806343853e+01,-5.972420052763820486e-01,1.000000000000000056e-01
1.318864774624374014e+01,-3.900487596938766455e-01,1.000000000000000056e-01
1.335559265442403998e+01,-1.016242211652609084e+00,1.000000000000000056e-01
1.352253756260433981e+01,-1.142063395362237888e+00,1.000000000000000056e-01
1.368948247078464142e+01,-1.241029061220609186e+00,1.000000000000000056e-01
1.385642737896494125e+01,-4.225307814221867519e-01,1.000000000000000056e-01
1.402337228714524286e+01,-5.724266707252844144e-01,1.000000000000000056e-01
1.419031719532554270e+01,-1.367631015577112974e+00,1.000000000000000056e-01
1.435726210350584253e+01,-7.876526709641319401e-01,1.000000000000000056e-01
1.452420701168614414e+01,-4.351830705167823998e-01,1.000000000000000056e-01
1.469115191986644398e+01,-5.942097144561080402e-01,1.000000000000000056e-01
1.485809682804674381e+01,-3.488383373970800894e-01,1.000000000000000056e-01
1.502504173622704542e+01,-6.231237760422582150e-01,1.000000000000000056e-01
1.519198664440734525e+01,-3.360675358107093058e-01,1.000000000000000056e-01
1.535893155258764509e+01,-6.914676490570580425e-01,1.000000000000000056e-01
1.552587646076794670e+01,-5.409134425495775167e-01,1.000000000000000056e-01
1.569282136894824653e+01,-4.515052408189516864e-02,1.000000000000000056e-01
1.585976627712854814e+01,-8.696986438912218675e-02,1.000000000000000056e-01
1.602671118530884797e+01,4.387140822338363166e-02,1.000000000000000056e-01
1.619365609348914958e+01,3.888099478647508711e-01,1.000000000000000056e-01
1.636060100166944764e+01,-1.803851075121968572e-01,1.000000000000000056e-01
1.652754590984974925e+01,5.264691557200641414e-01,1.000000000000000056e-01
1.669449081803005086e+01,2.819515888814809745e-01,1.000000000000000056e-01
1.686143572621034892e+01,1.291494929246034928e+00,1.000000000000000056e-01
1.702838063439065053e+01,9.619854015960819238e-01,1.000000000000000056e-01
1.719532554257095214e+01,1.274314736395448566e+00,1.000000000000000056e-01
1.736227045075125375e+01,5.489814804421433436e-01,1.000000000000000056e-01
1.752921535893155180e+01,1.159097407253599776e+00,1.000000000000000056e-01
1.769616026711185341e+01,8.014868793623093346e-01,1.000000000000000056e-01
1.786310517529215502e+01,1.039879602309411011e+00,1.000000000000000056e-01
1.803005008347245308e+01,7.401003223744285764e-01,1.000000000000000056e-01
1.819699499165275469e+01,5.501003094796944604e-01,1.000000000000000056e-01
1.836393989983305630e+01,5.874645330718037961e-01,1.000000000000000056e-01
1.853088480801335436e+01,6.614405768016181630e-01,1.000000000000000056e-01
1.869782971619365597e+01,1.153351597492014546e+00,1.000000000000000056e-01
1.886477462437395758e+01,4.950299037468685048e-01,1.000000000000000056e-01
1.903171953255425564e+01,1.002408966667692969e+00,1.000000000000000056e-01
1.919866444073455725e+01,3.578533845845339734e-01,1.000000000000000056e-01
1.936560934891485886e+01,4.128237873469124408e-01,1.000000000000000056e-01
1.953255425709515691e+01,8.421635868168519945e-02,1.000000000000000056e-01
1.969949916527545852e+01,7.614135756312974124e-01,1.000000000000000056e-01
1.986644407345576013e+01,3.606539161150851269e-02,1.000000000000000056e-01
2.003338898163605819e+01,-7.553802661385868866e-01,1.000000000000000056e-01
2.020033388981635980e+01,-1.882046884941169229e-01,1.000000000000000056e-01
2.036727879799666141e+01,2.859842417350511729e-02,1.000000000000000056e-01
2.053422370617696302e+01,2.037143470239721477e-01,1.000000000000000056e-01
2.070116861435726108e+01,-1.422492321920090452e+00,1.000000000000000056e-01
2.086811352253756269e+01,-2.071708646088473160e-01,1.000000000000000056e-01
2.103505843071786430e+01,-3.704128662339755129e-01,1.000000000000000056e-01
2.120200333889816235e+01,-6.605944529409719657e-01,1.000000000000000056e-01
2.136894824707846396e+01,-1.177150941399066619e+00,1.000000000000000056e-01
2.153589315525876557e+01,-5.386549656744550330e-01,1.000000000000000056e-01
2.170283806343906363e+01,-1.034313951262262998e+00,1.000000000000000056e-01
2.186978297161936524e+01,-1.043745742769812246e+00,1.000000000000000056e-01
2.203672787979966685e+01,-7.242357041269230633e-01,1.000000000000000056e-01
2.220367278797996491e+01,-9.501774976959548313e-01,1.000000000000000056e-01
2.237061769616026652e+01,-6.656376811226805135e-01,1.000000000000000056e-01
2.253756260434056813e+01,-1.288349788000866303e+00,1.000000000000000056e-01
2.270450751252086974e+01,-3.990026547528805478e-01,1.000000000000000056e-01
2.287145242070116780e+01,-1.217500586775411398e+00,1.000000000000000056e-01
2.303839732888146941e+01,-1.093301547513083172e+00,1.000000000000000056e-01
2.320534223706177102e+01,-6.997217183146003938e-01,1.000000000000000056e-01
2.337228714524206907e+01,-5.238297380825056582e-01,1.000000000000000056e-01
2.353923205342237068e+01,-2.314823672505326169e-01,1.000000000000000056e-01
2.370617696160267229e+01,-2.515076341091572187e-01,1.000000000000000056e-01
2.387312186978297035e+01,1.462843717172333628e-02,1.000000000000000056e-01
2.404006677796327196e+01,6.572997378958417292e-03,1.000000000000000056e-01
2.420701168614357357e+01,-2.747778150406954278e-02,1.000000000000000056e-01
2.437395659432387163e+01,5.342801319519439041e-01,1.000000000000000056e-01
2.454090150250417324e+01,6.160666001697925331e-01,1.000000000000000056e-01
2.470784641068447485e+01,7.256431992399262620e-01,1.000000000000000056e-01
2.487479131886477290e+01,7.960042823078432583e-01,1.000000000000000056e-01
2.504173622704507451e+01,1.123434958740969769e+00,1.000000000000000056e-01
2.520868113522537612e+01,1.856978459566913098e-02,1.000000000000000056e-01
2.537562604340567418e+01,1.382170739205706766e+00,1.000000000000000056e-01
2.554257095158597579e+01,1.411999268934299945e+00,1.000000000000000056e-01
2.570951585976627740e+01,1.164459628976495242e+00,1.000000000000000056e-01
2.587646076794657901e+01,7.381145219305567107e-01,1.000000000000000056e-01
2.604340567612687707e+01,7.668036204272242751e-01,1.000000000000000056e-01
2.621035058430717868e+01,7.989744116896155823e-01,1.000000000000000056e-01
2.637729549248748029e+01,1.010588746106846125e+00,1.000000000000000056e-01
2.654424040066777835e+01,4.106102823353195985e-01,1.000000000000000056e-01
2.671118530884807996e+01,9.353478260187930715e-01,1.000000000000000056e-01
2.687813021702838157e+01,2.785456964503723043e-01,1.000000000000000056e-01
2.704507512520867962e+01,6.080728906328456418e-01,1.000000000000000056e-01
2.721202003338898123e+01,5.995051910747017931e-01,1.000000000000000056e-01
2.737896494156928284e+01,6.787611685394405736e-01,1.000000000000000056e-01
2.754590984974958090e+01,-1.049260517369753759e-01,1.000000000000000056e-01
2.771285475792988251e+01,4.148554440501611706e-01,1.000000000000000056e-01
2.787979966611018412e+01,2.506617016791855002e-01,1.000000000000000056e-01
2.804674457429048573e+01,3.120290059231090596e-01,1.000000000000000056e-01
2.821368948247078379e+01,-1.004175245059041988e+00,1.000000000000000056e-01
2.838063439065108540e+01,-6.485753855103935095e-01,1.000000000000000056e-01
2.854757929883138701e+01,9.501237640777560056e-02,1.000000000000000056e-01
2.871452420701168506e+01,5.307400995916625730e-01,1.000000000000000056e-01
2.888146911519198667e+01,-8.210312573620521803e-01,1.000000000000000056e-01
2.904841402337228828e+01,-6.124476227297965814e-01,1.000000000000000056e-01
2.921535893155258634e+01,-8.472553898788446336e-01,1.000000000000000056e-01
2.938230383973288795e+01,-6.809754741684206358e-01,1.000000000000000056e-01
2.954924874791318956e+01,-1.263147323231598840e+00,1.000000000000000056e-01
2.971619365609348762e+01,-5.032965149071250144e-01,1.000000000000000056e-01
2.988313856427378923e+01,-1.453585311748951892e+00,1.000000000000000056e-01
3.005008347245409084e+01,-1.427377456825002167e+00,1.000000000000000056e-01
3.021702838063438890e+01,-1.087426815641747702e+00,1.000000000000000056e-01
3.038397328881469051e+01,-1.016285917259421634e+00,1.000000000000000056e-01
3.055091819699499212e+01,-3.445912178585052166e-01,1.000000000000000056e-01
3.071786310517529017e+01,-5.365725831697460979e-01,1.000000000000000056e-01
3.088480801335559178e+01,-1.297589323460588862e+00,1.000000000000000056e-01
3.105175292153589339e+01,-5.774144584917328960e-01,1.000000000000000056e-01
3.121869782971619500e+01,-2.973802791469912221e-01,1.000000000000000056e-01
3.138564273789649306e+01,-4.263583100376942547e-01,1.000000000000000056e-01
3.155258764607679467e+01,-2.310148118125441574e-01,1.000000000000000056e-01
3.171953255425709628e+01,-3.970084489813486828e-01,1.000000000000000056e-01
3.188647746243739434e+01,1.166109082579863676e-01,1.000000000000000056e-01
3.205342237061769595e+01,5.950233527819014379e-01,1.000000000000000056e-01
3.222036727879799400e+01,3.714718195380849464e-01,1.000000000000000056e-01
3.238731218697829917e+01,6.715018794057336926e-01,1.000000000000000056e-01
3.255425709515859722e+01,-4.902843835740330336e-01,1.000000000000000056e-01
3.272120200333889528e+01,8.089954022851926219e-01,1.000000000000000056e-01
3.288814691151920044e+01,6.779573095706581398e-01,1.000000000000000056e-01
3.305509181969949850e+01,1.077901304400105120e+00,1.000000000000000056e-01
3.322203672787979656e+01,1.036896819459020680e+00,1.000000000000000056e-01
3.338898163606010172e+01,9.270580246178502515e-01,1.000000000000000056e-01
3.355592654424039978e+01,1.147668726529089911e+00,1.000000000000000056e-01
3.372287145242069784e+01,5.335262741949110543e-01,1.000000000000000056e-01
3.388981636060100300e+01,1.551440110478011780e+00,1.000000000000000056e-01
3.405676126878130106e+01,5.764138569778702870e-01,1.000000000000000056e-01
3.422370617696159911e+01,4.431077078957786353e-01,1.000000000000000056e-01
3.439065108514190428e+01,9.045816318279406576e-02,1.000000000000000056e-01
3.455759599332220233e+01,1.199933208950701768e+00,1.000000000000000056e-01
3.472454090150250750e+01,5.181611830950922926e-01,1.000000000000000056e-01
3.489148580968280555e+01,1.519137308499086236e+00,1.000000000000000056e-01
3.505843071786310361e+01,4.732970135142926527e-01,1.000000000000000056e-01
3.522537562604340877e+01,-1.707329575918904163e-01,1.000000000000000056e-01
3.539232053422370683e+01,8.267599791847867197e-01,1.000000000000000056e-01
3.555926544240400489e+01,1.047363976910640204e-01,1.000000000000000056e-01
3.572621035058431005e+01,1.884640325280100559e-01,1.000000000000000056e-01
3.589315525876460811e+01,4.801961024909530695e-01,1.000000000000000056e-01
3.606010016694490616e+01,3.834526657792529658e-01,1.000000000000000056e-01
3.622704507512521133e+01,-3.178030276066203252e-01,1.000000000000000056e-01
3.639398998330550938e+01,9.293221125639386515e-02,1.000000000000000056e-01
3.656093489148580744e+01,-3.426519518267368558e-01,1.000000000000000056e-01
3.672787979966611260e+01,1.272226516896857174e-01,1.000000000000000056e-01
3.689482470784641066e+01,-2.395668180451579476e-01,1.000000000000000056e-01
3.706176961602670872e+01,-2.486638743771589222e-01,1.000000000000000056e-01
3.722871452420701388e+01,-1.001849541441131253e+00,1.000000000000000056e-01
3.739565943238731194e+01,-1.440319186660205197e+00,1.000000000000000056e-01
3.756260434056761000e+01,-2.778803430343699810e-01,1.000000000000000056e-01
3.772954924874791516e+01,-1.171540298030620431e+00,1.000000000000000056e-01
3.789649415692821321e+01,-9.688971502231736865e-01,1.000000000000000056e-01
3.806343906510851127e+01,-1.303723066142597142e+00,1.000000000000000056e-01
3.823038397328881643e+01,-1.051206359539135882e+00,1.000000000000000056e-01
3.839732888146911449e+01,-8.533197415209060610e-01,1.000000000000000056e-01
3.856427378964941255e+01,-7.239564894596002276e-01,1.000000000000000056e-01
3.873121869782971771e+01,-5.711107973234990087e-01,1.000000000000000056e-01
3.889816360601001577e+01,-2.430331053294861599e-01,1.000000000000000056e-01
3.906510851419031383e+01,-7.619392660025313679e-01,1.000000000000000056e-01
3.923205342237061899e+01,-6.376036457767741972e-01,1.000000000000000056e-01
3.939899833055091705e+01,-1.035394673914280528e+00,1.000000000000000056e-01
3.956594323873121510e+01,-5.836571475068442760e-01,1.000000000000000056e-01
3.973288814691152027e+01,-6.449962095462447031e-01,1.000000000000000056e-01
3.989983305509181832e+01,3.925025690048537519e-01,1.000000000000000056e-01
4.006677796327211638e+01,2.271153798795454981e-01,1.000000000000000056e-01
4.023372287145242154e+01,1.085799210237594348e-01,1.000000000000000056e-01
4.040066777963271960e+01,3.368135604055492172e-01,1.000000000000000056e-01
4.056761268781302476e+01,-1.124059414706329307e-01,1.000000000000000056e-01
4.073455759599332282e+01,4.399580018534762771e-01,1.000000000000000056e-01
4.090150250417362088e+01,1.249657781583046523e+00,1.000000000000000056e-01
4.106844741235392604e+01,7.152117307309515670e-01,1.000000000000000056e-01
4.123539232053422410e+01,8.622104014724166765e-01,1.000000000000000056e-01
4.140233722871452215e+01,1.526095289359342244e+00,1.000000000000000056e-01
4.156928213689482732e+01,5.922093503613152787e-01,1.000000000000000056e-01
4.173622704507512537e+01,9.341940362073380966e-01,1.000000000000000056e-01
4.190317195325542343e+01,9.047152049789737305e-01,1.000000000000000056e-01
4.207011686143572859e+01,1.258124050799895310e-01,1.000000000000000056e-01
4.223706176961602665e+01,1.885288821056193109e+00,1.000000000000000056e-01
4.240400667779632471e+01,1.370927894605147968e+00,1.000000000000000056e-01
4.257095158597662987e+01,1.074285966556416172e+00,1.000000000000000056e-01
4.273789649415692793e+01,1.682676575637197969e+00,1.000000000000000056e-01
4.290484140233722599e+01,9.874768092139393216e-01,1.000000000000000056e-01
4.307178631051753115e+01,1.006220054128852848e+00,1.000000000000000056e-01
4.323873121869782921e+01,4.610034419011788120e-01,1.000000000000000056e-01
4.340567612687812726e+01,3.797656313452854038e-01,1.000000000000000056e-01
4.357262103505843243e+01,-2.022155139600079199e-01,1.000000000000000056e-01
4.373956594323873048e+01,6.151774519239411321e-01,1.000000000000000056e-01
4.390651085141902854e+01,-3.759032490569954588e-01,1.000000000000000056e-01
4.407345575959933370e+01,5.291934193684744159e-02,1.000000000000000056e-01
4.424040066777963176e+01,1.467032447378956439e-01,1.000000000000000056e-01
4.440734557595992982e+01,-7.013287118046981905e-02,1.000000000000000056e-01
4.457429048414023498e+01,-4.113667027441080259e-01,1.000000000000000056e-01
4.474123539232053304e+01,-3.810981800153855348e-01,1.000000000000000056e-01
4.490818030050083109e+01,-8.116013303841157489e-01,1.000000000000000056e-01
4.507512520868113626e+01,-2.877868584926900342e-01,1.000000000000000056e-01
4.524207011686143431e+01,-5.493277611350854128e-01,1.000000000000000056e-01
4.540901502504173948e+01,-4.493515951003221875e-01,1.000000000000000056e-01
4.557595993322203753e+01,-3.275036963692662950e-01,1.000000000000000056e-01
4.574290484140233559e+01,-1.291469930376668795e+00,1.000000000000000056e-01
4.590984974958264075e+01,-1.041661354805239803e+00,1.000000000000000056e-01
4.607679465776293881e+01,-1.488846375372180786e+00,1.000000000000000056e-01
4.624373956594323687e+01,-6.309020462952357189e-01,1.000000000000000056e-01
4.641068447412354203e+01,-1.022687749332837459e+00,1.000000000000000056e-01
4.657762938230384009e+01,-4.466244288307744670e-01,1.000000000000000056e-01
4.674457429048413815e+01,-9.347712527916118841e-01,1.000000000000000056e-01
4.691151919866444331e+01,-6.946654928031884557e-01,1.000000000000000056e-01
4.707846410684474137e+01,-5.868756023575478764e-01,1.000000000000000056e-01
4.724540901502503942e+01,-1.431885993053691741e-01,1.000000000000000056e-01
4.741235392320534459e+01,-6.897787993046319288e-01,1.000000000000000056e-01
4.757929883138564264e+01,-4.076462719240404597e-01,1.000000000000000056e-01
4.774624373956594070e+01,-2.769274953657236971e-01,1.000000000000000056e-01
4.791318864774624586e+01,3.828758966143357423e-01,1.000000000000000056e-01
4.808013355592654392e+01,-2.943061857439911999e-01,1.000000000000000056e-01
4.824707846410684198e+01,-6.208237050406370527e-02,1.000000000000000056e-01
4.841402337228714714e+01,4.203524193733678693e-01,1.000000000000000056e-01
4.858096828046744520e+01,4.835377603330948681e-01,1.000000000000000056e-01
4.874791318864774325e+01,2.308821437380555452e-01,1.000000000000000056e-01
4.891485809682804842e+01,5.205307006954963400e-01,1.000000000000000056e-01
4.908180300500834647e+01,1.569311410113661265e-01,1.000000000000000056e-01
4.924874791318864453e+01,9.097462176826011104e-01,1.000000000000000056e-01
4.941569282136894969e+01,9.054652838726177100e-01,1.000000000000000056e-01
4.958263772954924775e+01,7.438383657155407391e-01,1.000000000000000056e-01
4.974958263772954581e+01,8.020000540991079063e-01,1.000000000000000056e-01
4.991652754590985097e+01,9.023169752272871547e-01,1.000000000000000056e-01
5.008347245409014903e+01,1.562282422592381481e+00,1.000000000000000056e-01
5.025041736227044709e+01,5.337802323222177181e-01,1.000000000000000056e-01
5.041736227045075225e+01,8.284926329789062960e-01,1.000000000000000056e-01
5.058430717863105031e+01,8.413772688797005461e-01,1.000000000000000056e-01
5.075125208681134836e+01,5.623199515985400909e-01,1.000000000000000056e-01
5.091819699499165353e+01,1.162530685315218859e+00,1.000000000000000056e-01
5.108514190317195158e+01,1.010462424065990961e+00,1.000000000000000056e-01
5.125208681135225675e+01,3.010525964171140711e-01,1.000000000000000056e-01
5.141903171953255480e+01,9.176187995493479965e-01,1.000000000000000056e-01
5.158597662771285286e+01,-1.221499299142722317e-01,1.000000000000000056e-01
5.175292153589315802e+01,8.802339911025278685e-01,1.000000000000000056e-01
5.191986644407345608e+01,5.325820452115899162e-01,1.000000000000000056e-01
5.208681135225375414e+01,-4.665476715747826630e-02,1.000000000000000056e-01
5.225375626043405930e+01,-4.545569760703027096e-01,1.000000000000000056e-01
5.242070116861435736e+01,7.453144803438086496e-01,1.000000000000000056e-01
5.258764607679465541e+01,-1.626882735121319423e-01,1.000000000000000056e-01
5.275459098497496058e+01,-3.259529570237841289e-01,1.000000000000000056e-01
5.292153589315525863e+01,-6.968871487820829103e-01,1.000000000000000056e-01
5.308848080133555669e+01,-1.102874391717791447e+00,1.000000000000000056e-01
5.325542570951586185e+01,-1.307379312965163187e+00,1.000000000000000056e-01
5.342237061769615991e+01,-9.606583923215177290e-01,1.000000000000000056e-01
5.358931552587645797e+01,-1.331539403125053811e+00,1.000000000000000056e-01
5.375626043405676313e+01,-4.195134274412745667e-01,1.000000000000000056e-01
5.392320534223706119e+01,-1.066832213702486376e+00,1.000000000000000056e-01
5.409015025041735925e+01,-1.089609930773439039e+00,1.000000000000000056e-01
5.425709515859766441e+01,-6.204845528725099202e-01,1.000000000000000056e-01
5.442404006677796247e+01,-1.007763379498449297e+00,1.000000000000000056e-01
5.459098497495826052e+01,-5.831034525333766982e-01,1.000000000000000056e-01
5.475792988313856569e+01,-8.575510994208236371e-01,1.000000000000000056e-01
5.492487479131886374e+01,-5.624697078749201218e-01,1.000000000000000056e-01
5.509181969949916180e+01,-2.335795402592812930e-01,1.000000000000000056e-01
5.525876460767946696e+01,-1.458621142304964147e-01,1.000000000000000056e-01
5.542570951585976502e+01,-9.081299584422050097e-01,1.000000000000000056e-01
5.559265442404006308e+01,-4.509058907727803711e-01,1.000000000000000056e-01
5.575959933222036824e+01,1.148623859019447940e-01,1.000000000000000056e-01
5.592654424040066630e+01,-5.238907685036641171e-01,1.000000000000000056e-01
5.609348914858097146e+01,-4.079111928270601206e-01,1.000000000000000056e-01
5.626043405676126952e+01,-2.101323649850918573e-01,1.000000000000000056e-01
5.642737896494156757e+01,-2.261921347235393287e-02,1.000000000000000056e-01
5.659432387312187274e+01,-2.388109221472647092e-01,1.000000000000000056e-01
5.676126878130217079e+01,7.722450519054018248e-01,1.000000000000000056e-01
5.692821368948246885e+01,1.051536701332201229e+00,1.000000000000000056e-01
5.709515859766277401e+01,8.725896684567284733e-01,1.000000000000000056e-01
5.726210350584307207e+01,1.161359503639083357e+00,1.000000000000000056e-01
5.742904841402337013e+01,8.414586856284036465e-01,1.000000000000000056e-01
5.759599332220367529e+01,6.425889235564284929e-01,1.000000000000000056e-01
5.776293823038397335e+01,8.242144947922851461e-01,1.000000000000000056e-01
5.792988313856427141e+01,1.054136269291797490e+00,1.000000000000000056e-01
5.809682804674457657e+01,1.395423981000626146e+00,1.000000000000000056e-01
5.826377295492487463e+01,3.768031488927784389e-01,1.000000000000000056e-01
5.843071786310517268e+01,1.277212978363297280e+00,1.000000000000000056e-01
5.859766277128547785e+01,1.189731847149579025e+00,1.000000000000000056e-01
5.876460767946577590e+01,9.619187206030650472e-01,1.000000000000000056e-01
5.893155258764607396e+01,1.166473147401644539e+00,1.000000000000000056e-01
5.909849749582637912e+01,1.907860387067386032e-01,1.000000000000000056e-01
5.926544240400667718e+01,1.744435507918722650e-01,1.000000000000000056e-01
5.943238731218697524e+01,6.027156898906929072e-01,1.000000000000000056e-01
5.959933222036728040e+01,3.054853583448026710e-01,1.000000000000000056e-01
5.976627712854757846e+01,2.577969919017408795e-01,1.000000000000000056e-01
5.993322203672787651e+01,-5.143382134750010271e-02,1.000000000000000056e-01
6.010016694490818168e+01,-1.210122737520866187e-01,1.000000000000000056e-01
6.026711185308847973e+01,1.699212022984606107e-01,1.000000000000000056e-01
6.043405676126877779e+01,-1.063396696516208495e+00,1.000000000000000056e-01
6.060100166944908295e+01,-7.498541400805809332e-01,1.000000000000000056e-01
6.076794657762938101e+01,-8.423175450665427721e-01,1.000000000000000056e-01
6.093489148580967907e+01,-6.274546673271254038e-01,1.000000000000000056e-01
6.110183639398998423e+01,-6.928832301488176970e-01,1.000000000000000056e-01
6.126878130217028229e+01,-1.849291131287873480e+00,1.000000000000000056e-01
6.143572621035058035e+01,-6.807084339610909307e-01,1.000000000000000056e-01
6.160267111853088551e+01,-9.743562500588301978e-01,1.000000000000000056e-01
6.176961602671118357e+01,-1.016312191808431020e+00,1.000000000000000056e-01
6.193656093489148873e+01,-1.131231408926995918e+00,1.000000000000000056e-01
6.210350584307178679e+01,-1.030495540509031249e+00,1.000000000000000056e-01
6.227045075125208484e+01,-1.555306125223155478e+00,1.000000000000000056e-01
6.243739565943239000e+01,-3.901536681244290733e-02,1.000000000000000056e-01
6.260434056761268806e+01,-6.919805463393784439e-01,1.000000000000000056e-01
6.277128547579298612e+01,-6.766762712593347162e-01,1.000000000000000056e-01
6.293823038397329128e+01,-1.051048459156887827e+00,1.000000000000000056e-01
6.310517529215358934e+01,-1.128800957189976861e+00,1.000000000000000056e-01
6.327212020033388740e+01,-3.783148665881216899e-01,1.000000000000000056e-01
6.343906510851419256e+01,-7.406840352537480410e-02,1.000000000000000056e-01
6.360601001669449062e+01,-6.859946023759349032e-01,1.000000000000000056e-01
6.377295492487478867e+01,-7.538979507744359987e-01,1.000000000000000056e-01
